word,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
hoạt_bát,1,0,0,0,0,0,0,0,0,0
học,1,0,0,0,0,0,0,0,0,0
học_bạ,0,0,0,0,0,0,0,0,0,1
học_đòi,0,1,0,0,0,0,0,0,0,0
học_giả,1,0,0,0,0,0,0,0,0,0
học_nghề,0,0,0,0,0,0,0,0,0,1
học_rộng,1,0,0,0,0,0,0,0,0,0
học_việc,0,0,0,0,0,0,0,0,0,1
học_viện,1,0,0,0,0,0,0,0,0,0
hơi_ấm,1,0,0,0,0,0,0,0,0,0
hối_cải,1,0,0,0,0,0,0,0,0,0
hói_đầu,0,1,0,0,0,0,0,0,0,0
hơi_điên,0,1,0,0,0,0,0,0,0,0
hơi_khùng,0,1,0,0,0,0,0,0,0,0
hơi_ngắn,0,1,0,0,0,0,0,0,0,0
hơi_thở,0,0,0,0,0,0,1,0,0,0
hôi_thối,0,1,0,0,0,0,0,0,0,0
hồi_tưởng_quá_khứ,0,0,0,0,0,0,1,0,0,0
hom_hem,0,1,0,0,0,0,0,0,0,0
hơn,1,0,0,0,0,0,0,0,0,0
hơn_cả_mong_đợi,1,0,0,0,0,0,0,0,0,0
hồng_hào,0,0,0,0,0,0,1,0,0,0
hợp,0,0,0,0,0,1,0,0,0,0
hợp_đồng,0,0,0,0,0,0,0,0,0,1
hợp_lệ,1,0,0,0,0,0,0,0,0,0
hợp_lí,1,0,0,0,0,0,0,0,0,0
hợp_thời,1,0,0,0,0,0,0,0,0,0
hợp_thời_trang,0,0,0,0,0,0,1,0,0,0
hợp_vệ_sinh,1,0,0,0,0,0,0,0,0,0
hư_hoại,0,1,0,0,0,0,0,0,0,0
hủ_lậu,0,1,0,0,0,0,0,0,0,0
hư_mất,0,1,0,0,0,0,0,0,0,0
hùng_ca,1,0,0,0,0,0,0,0,0,0
hùng_cường,1,0,0,0,0,0,0,0,0,0
hừng_hực,0,0,0,0,0,0,1,0,0,0
hùng_mạnh,1,0,0,0,0,0,0,0,0,0
hứng_tình,0,0,0,1,0,0,0,0,0,0
hưởng_lương,0,0,0,1,0,0,0,0,0,0
huy_chương,1,0,0,0,0,0,0,0,0,0
huy_hiệu,1,0,0,0,0,0,0,0,0,0
huyễn_tưởng,0,1,0,0,0,0,0,0,0,0
ích_kỉ,0,1,0,0,0,0,0,0,0,0
ích_lợi,1,0,0,0,0,0,0,0,0,0
im_lặng,1,0,0,0,0,0,0,0,0,0
ít_học,0,1,0,0,0,0,0,0,0,0
ít_kinh_nghiệm,0,1,0,0,0,0,0,0,0,0
ít_oi,0,1,0,0,0,0,0,0,0,0
ít_ỏi,0,1,0,0,0,0,0,0,0,0
ít_xảy_ra,0,0,0,1,0,0,0,0,0,0
kẻ_cướp,0,1,0,0,0,0,0,0,0,0
kể_ra,1,0,0,0,0,0,0,0,0,0
kếch_sù,1,0,0,0,0,0,0,0,0,0
kém_cỏi,0,1,0,0,0,0,0,0,0,0
kém_thuyết_phục,0,1,0,0,0,0,0,0,0,0
kềnh_càng,0,1,0,0,0,0,0,0,0,0
kẽo_kẹt,0,1,0,0,0,0,0,0,0,0
keo_kiệt,0,1,0,0,0,0,0,0,0,0
kẹp_chặt,1,0,0,0,0,0,0,0,0,0
kẹt_lại,0,1,0,0,0,0,0,0,0,0
kết_ước,0,0,0,0,0,0,0,0,0,1
kêu,0,0,1,0,0,0,0,0,0,0
khá_hơn,1,0,0,0,0,0,0,0,0,0
kha_khá,1,0,0,0,0,0,0,0,0,0
khả_kháng,1,0,0,0,0,0,0,0,0,0
khả_năng,1,0,0,0,0,0,0,0,0,0
khả_năng_nói,1,0,0,0,0,0,0,0,0,0
khả_quyết,1,0,0,0,0,0,0,0,0,0
khách_sáo,0,1,0,0,0,0,0,0,0,0
khai_hoang,1,0,0,0,0,0,0,0,0,0
khai_phá,1,0,0,0,0,0,0,0,0,0
khám_phá_ra,1,0,0,0,0,0,0,0,0,0
khán_giả,0,0,0,1,0,0,0,0,0,0
khản_giọng,0,1,0,0,0,0,0,0,0,0
khẩn_trương,0,0,0,1,0,0,0,0,0,0
khẳng_định,1,0,0,0,0,0,0,0,0,0
khang_khác,0,0,0,0,0,0,0,0,1,0
khập_khiễng,0,1,0,0,0,0,0,0,0,0
khắt_khe,0,1,0,0,0,0,0,0,0,0
khen,1,0,0,0,0,0,0,0,0,0
khéo,1,0,0,0,0,0,0,0,0,0
khéo_tay,1,0,0,0,0,0,0,0,0,0
khí_chất,1,0,0,0,0,0,0,0,0,0
khí_phách,1,0,0,0,0,0,0,0,0,0
khích_lệ,1,0,0,0,0,0,0,0,0,0
khiêm_tốn,1,0,0,0,0,0,0,0,0,0
khinh_miệt,0,1,0,0,0,0,0,0,0,0
khó,0,1,0,0,0,0,0,0,0,0
khó_chiều,0,1,0,0,0,0,0,0,0,0
khó_chịu;_hôi_hám;_gớm_ghiếc,0,1,0,0,0,0,0,0,0,0
khó_coi,0,1,0,0,0,0,0,0,0,0
khó_điều_khiển,0,1,0,0,0,0,0,0,0,0
khó_đọc,0,1,0,0,0,0,0,0,0,0
khô_hạn,0,1,0,0,0,0,0,0,0,0
khò_khè,0,1,0,0,0,0,0,0,0,0
khó_nghe,0,1,0,0,0,0,0,0,0,0
khó_quản_lí,0,1,0,0,0,0,0,0,0,0
khó_tin,0,0,0,0,0,0,0,0,0,1
khó_tính,0,1,0,0,0,0,0,0,0,0
khoan_dung,1,0,0,0,0,0,0,0,0,0
khoẻ_khoắn,1,0,0,0,0,0,0,0,0,0
khỏe_mạnh,1,0,0,0,0,0,0,0,0,0
khôi_phục,1,0,0,0,0,0,0,0,0,0
khôn,1,0,0,0,0,0,0,0,0,0
khôn_khéo,1,0,0,0,0,0,0,0,0,0
không_ăn_mặc_chỉnh_tề,0,1,0,0,0,0,0,0,0,0
không_ăn_năn,0,1,0,0,0,0,0,0,0,0
không_an_tâm,0,1,0,0,0,0,0,0,0,0
không_bận,1,0,0,0,0,0,0,0,0,0
không_bằng,0,1,0,0,0,0,0,0,0,0
không_bằng_nhau,0,1,0,0,0,0,0,0,0,0
không_bày_vẽ,1,0,0,0,0,0,0,0,0,0
không_bè_phái,0,0,0,0,0,0,0,0,0,1
không_bị_ảnh_hưởng,1,0,0,0,0,0,0,0,0,0
không_bị_gãy,1,0,0,0,0,0,0,0,0,0
không_bị_hoen_ố,1,0,0,0,0,0,0,0,0,0
không_bị_khiêu_khích,1,0,0,0,0,0,0,0,0,0
không_bị_kích_động,1,0,0,0,0,0,0,0,0,0
không_bị_kích_thích,0,0,0,0,0,0,0,0,0,1
không_bị_kiềm_chế,0,1,0,0,0,0,0,0,0,0
không_bị_kiểm_tra,0,0,0,0,0,0,0,0,0,1
không_bi_loãng_ra,1,0,0,0,0,0,0,0,0,0
không_bị_pha_loãng,1,0,0,0,0,0,0,0,0,0
không_bị_phạt,0,0,0,0,0,0,1,0,0,0
không_bị_quấy_rầy,1,0,0,0,0,0,0,0,0,0
không_bị_rối_loạn,1,0,0,0,0,0,0,0,0,0
không_bị_tác_động,1,0,0,0,0,0,0,0,0,0
không_bị_tổn_thương,1,0,0,0,0,0,0,0,0,0
không_bị_trừng_phạt,0,0,0,0,0,0,1,0,0,0
không_bị_vỡ,1,0,0,0,0,0,0,0,0,0
không_biết,0,1,0,0,0,0,0,0,0,0
không_biết_phân_biệt,0,1,0,0,0,0,0,0,0,0
không_bọc,0,1,0,0,0,0,0,0,0,0
không_bồn_chồn,1,0,0,0,0,0,0,0,0,0
không_cải_trang,0,0,0,0,0,0,0,0,0,1
không_cấm_rượu,0,0,0,0,0,0,1,0,0,0
không_cân_bằng,0,1,0,0,0,0,0,0,0,0
không_căn_cứ,0,1,0,0,0,0,0,0,0,0
không_cắn_rứt,0,1,0,0,0,0,0,0,0,0
không_cẩn_thận,0,1,0,0,0,0,0,0,0,0
không_cao,0,0,0,0,1,0,0,0,0,0
không_chải_chuốt,0,1,0,0,0,0,0,0,0,0
không_cháy,1,0,0,0,0,0,0,0,0,0
không_chảy_ra,0,0,0,1,0,0,0,0,0,0
không_chia_bè_phái,0,0,0,0,0,0,0,0,0,1
không_chính_thống,0,1,0,0,0,0,0,0,0,0
không_chính_xác,0,1,0,0,0,0,0,0,0,0
không_chủ_đích,0,0,0,0,0,0,0,0,1,0
không_chủ_ý,0,0,0,0,0,0,0,0,1,0
không_chủ_yếu,0,1,0,0,0,0,0,0,0,0
không_chuyên_nghiệp,0,1,0,0,0,0,0,0,0,0
không_có_chữ_nghĩa,0,1,0,0,0,0,0,0,0,0
không_có_giá_trị,0,1,0,0,0,0,0,0,0,0
không_có_hại,1,0,0,0,0,0,0,0,0,0
không_có_nhau_thai,0,1,0,0,0,0,0,0,0,0
không_có_nhiệt,0,0,0,0,0,0,0,0,1,0
không_có_nhiều_cây,0,0,0,1,0,0,0,0,0,0
không_có_óc_phán_xét,0,1,0,0,0,0,0,0,0,0
không_có_óc_phê_bình,0,1,0,0,0,0,0,0,0,0
không_có_quan_hệ,0,1,0,0,0,0,0,0,0,0
không_có_sức_thuyết_phục,0,1,0,0,0,0,0,0,0,0
không_có_thẩm_mỹ,0,1,0,0,0,0,0,0,0,0
không_có_thiện_cảm,0,1,0,0,0,0,0,0,0,0
không_có_thực,0,0,0,0,0,0,1,0,0,0
không_có_tì_vết,1,0,0,0,0,0,0,0,0,0
không_có_tiếng_nói,0,1,0,0,0,0,0,0,0,0
không_có_tính_chất_khen_ngợi,0,1,0,0,0,0,0,0,0,0
không_có_tính_quyết_định,0,1,0,0,0,0,0,0,0,0
không_có_tội,0,0,0,0,0,0,0,0,0,1
không_có_tuyên_thệ,0,1,0,0,0,0,0,0,0,0
không_có_văn_hoá,0,1,0,0,0,0,0,0,0,0
không_có_vết,1,0,0,0,0,0,0,0,0,0
không_có_ý_thức,0,1,0,0,0,0,0,0,0,0
không_còn_nghi_ngờ_gì_nữa,0,0,0,0,0,0,0,0,0,1
không_còn_trinh,0,1,0,0,0,0,0,0,0,0
không_đặc_trưng,0,1,0,0,0,0,0,0,0,0
không_đại_diện,0,1,0,0,0,0,0,0,0,0
không_đạt_tiêu_chuẩn,0,1,0,0,0,0,0,0,0,0
không_dễ_chịu,0,1,0,0,0,0,0,0,0,0
không_dè_dặt,0,1,0,0,0,0,0,0,0,0
không_dẽ_dặt,0,1,0,0,0,0,0,0,0,0
không_để_thăm_dò,0,0,0,1,0,0,0,0,0,0
không_để_thám_hiểm,0,0,0,1,0,0,0,0,0,0
không_đều_đặn,0,0,0,1,0,0,0,0,0,0
không_đi_đến_kết_luận,0,1,0,0,0,0,0,0,0,0
không_điển_hình,0,1,0,0,0,0,0,0,0,0
không_định_trước,0,0,0,0,0,0,0,0,1,0
không_do_dự,1,0,0,0,0,0,0,0,0,0
không_độ_lượng,0,1,0,0,0,0,0,0,0,0
không_đổ_máu,1,0,0,0,0,0,0,0,0,0
không_độc_ác,1,0,0,0,0,0,0,0,0,0
không_đọc_được,0,1,0,0,0,0,0,0,0,0
không_đội_lốt,0,0,0,0,0,0,0,0,0,1
không_đóng_dấu,0,1,0,0,0,0,0,0,0,0
không_động_lòng_thương,0,1,0,0,0,0,0,0,0,0
không_dự_đoán_trước,0,0,0,0,0,0,0,0,1,0
không_dự_kiến_trước,0,0,0,0,0,0,0,0,1,0
không_đủ_tư_cách,0,1,0,0,0,0,0,0,0,0
không_đúng_hiến_pháp,0,1,0,0,0,0,0,0,0,0
không_đúng_kiểu,0,1,0,0,0,0,0,0,0,0
không_đúng_quy_cách,0,1,0,0,0,0,0,0,0,0
không_được_công_khai,0,1,0,0,0,0,0,0,0,0
không_được_công_nhận,0,1,0,0,0,0,0,0,0,0
không_được_đào_tạo,0,1,0,0,0,0,0,0,0,0
không_được_dạy,0,1,0,0,0,0,0,0,0,0
không_đươc_điều_chỉnh,0,1,0,0,0,0,0,0,0,0
không_được_huấn_luyện,0,1,0,0,0,0,0,0,0,0
không_được_nhận,0,1,0,0,0,0,0,0,0,0
không_được_phép,0,1,0,0,0,0,0,0,0,0
không_được_thanh_toán,0,1,0,0,0,0,0,0,0,0
không_được_thừa_nhận,0,1,0,0,0,0,0,0,0,0
không_được_tuyên_thệ,0,1,0,0,0,0,0,0,0,0
không_duyên_cớ,0,1,0,0,0,0,0,0,0,0
không_gấp_gáp,1,0,0,0,0,0,0,0,0,0
không_gây_ngạc_nhiên,0,1,0,0,0,0,0,0,0,0
không_giới_hạn,1,0,0,0,0,0,0,0,0,0
không_giống_nhau,0,1,0,0,0,0,0,0,0,0
không_gọn,0,1,0,0,0,0,0,0,0,0
không_ham_muốn,0,1,0,0,0,0,0,0,0,0
không_hào_phóng,0,1,0,0,0,0,0,0,0,0
không_hay,0,1,0,0,0,0,0,0,0,0
không_hiểm_độc,1,0,0,0,0,0,0,0,0,0
không_hiểu_biết_rộng,0,0,0,1,0,0,0,0,0,0
không_hoà_đồng,0,1,0,0,0,0,0,0,0,0
không_hoàn_toàn,0,1,0,0,0,0,0,0,0,0
không_học_rộng,0,1,0,0,0,0,0,0,0,0
không_hoen_ố,1,0,0,0,0,0,0,0,0,0
không_hối_lỗi,0,1,0,0,0,0,0,0,0,0
không_hợp_để_diễn,0,1,0,0,0,0,0,0,0,0
không_hợp_lí,0,1,0,0,0,0,0,0,0,0
không_hợp_mode,0,1,0,0,0,0,0,0,0,0
không_hợp_mốt,0,1,0,0,0,0,0,0,0,0
không_hợp_thời_trang,0,1,0,0,0,0,0,0,0,0
không_hợp_với_khuôn_phép,0,0,0,0,0,0,1,0,0,0
không_hứng_thú,0,1,0,0,0,0,0,0,0,0
không_ích_kỉ,1,0,0,0,0,0,0,0,0,0
không_kể_xiết,0,1,0,0,0,0,0,0,0,0
không_kêu_ca,1,0,0,0,0,0,0,0,0,0
không_khéo_kéo,0,1,0,0,0,0,0,0,0,0
không_khiêu_khích,1,0,0,0,0,0,0,0,0,0
không_khoan_dung,0,1,0,0,0,0,0,0,0,0
không_khoe_khoang,1,0,0,0,0,0,0,0,0,0
không_khôn,0,1,0,0,0,0,0,0,0,0
không_khôn_ngoan,0,1,0,0,0,0,0,0,0,0
không_lành_nghề,0,1,0,0,0,0,0,0,0,0
không_lịch_sự,0,1,0,0,0,0,0,0,0,0
không_lo_lắng,1,0,0,0,0,0,0,0,0,0
không_lưỡng_lự,1,0,0,0,0,0,0,0,0,0
không_lưu_tâm,0,0,0,0,0,0,0,1,0,0
không_lưu_tâm_đến,0,0,0,0,0,0,0,1,0,0
không_mạ,0,1,0,0,0,0,0,0,0,0
không_mang_tính_quyết_định,0,1,0,0,0,0,0,0,0,0
không_mơ_ước,0,0,0,0,0,0,0,0,1,0
không_mong_muốn,0,1,0,0,0,0,0,0,0,0
không_nên,0,0,0,0,0,0,0,0,0,1
không_nên_làm,0,0,0,0,0,0,0,0,0,1
không_ngại,1,0,0,0,0,0,0,0,0,0
không_ngại_ngùng,1,0,0,0,0,0,0,0,0,0
không_ngang_bằng,0,1,0,0,0,0,0,0,0,0
không_ngang_bằng_nhau,0,1,0,0,0,0,0,0,0,0
không_ngang_nhau,0,1,0,0,0,0,0,0,0,0
không_nghiêm_túc,0,1,0,0,0,0,0,0,0,0
không_nghiện,1,0,0,0,0,0,0,0,0,0
không_ngủ,0,1,0,0,0,0,0,0,0,0
không_người,0,0,0,0,0,1,0,0,0,0
không_nguỵ_trang,0,0,0,0,0,0,0,0,0,1
không_nhạy,0,1,0,0,0,0,0,0,0,0
không_nhạy_bén,0,1,0,0,0,0,0,0,0,0
không_niêm_phong,0,1,0,0,0,0,0,0,0,0
không_oán_trách,1,0,0,0,0,0,0,0,0,0
không_phàn_nàn,1,0,0,0,0,0,0,0,0,0
không_phản_ứng,0,0,0,1,0,0,0,0,0,0
không_phẳng,0,1,0,0,0,0,0,0,0,0
không_phe_phái,0,0,0,0,0,0,0,0,0,1
không_phủ,0,1,0,0,0,0,0,0,0,0
không_quá_khó_chịu,1,0,0,0,0,0,0,0,0,0
không_quả_quyết,0,1,0,0,0,0,0,0,0,0
không_quen_thuộc,0,1,0,0,0,0,0,0,0,0
không_quyết_định,0,1,0,0,0,0,0,0,0,0
không_quyết_đoán,0,1,0,0,0,0,0,0,0,0
không_quyết_tâm,0,0,0,1,0,0,0,0,0,0
không_rèn,0,1,0,0,0,0,0,0,0,0
không_rõ_nét,0,1,0,0,0,0,0,0,0,0
không_rõ_ràng,0,1,0,0,0,0,0,0,0,0
không_rõ_ràng_mơ_hồ,0,1,0,0,0,0,0,0,0,0
không_rối,1,0,0,0,0,0,0,0,0,0
không_rộng_lượng,0,1,0,0,0,0,0,0,0,0
không_rộng_rãi,0,1,0,0,0,0,0,0,0,0
không_rút_gọn_được,0,1,0,0,0,0,0,0,0,0
không_sẵn_lòng,0,1,0,0,0,0,0,0,0,0
không_sẵn_sàng_tha_thứ,0,1,0,0,0,0,0,0,0,0
không_sáng_suốt,0,1,0,0,0,0,0,0,0,0
không_sợ,1,0,0,0,0,0,0,0,0,0
không_sợ_hãi,0,1,0,0,0,0,0,0,0,0
không_sủi_bong_bóng,0,0,0,0,0,0,1,0,0,0
không_sứt_mẻ,1,0,0,0,0,0,0,0,0,0
không_suy_xét,0,1,0,0,0,0,0,0,0,0
không_tàn_nhẫn,1,0,0,0,0,0,0,0,0,0
không_tan_ra,0,0,0,1,0,0,0,0,0,0
không_tán_thành,0,1,0,0,0,0,0,0,0,0
không_tập,0,1,0,0,0,0,0,0,0,0
không_thấm_nước,0,0,0,0,0,0,1,0,0,0
không_thấm_nước_mưa,0,0,0,0,0,0,1,0,0,0
không_tham_vọng,0,1,0,0,0,0,0,0,0,0
không_thân_mật,0,1,0,0,0,0,0,0,0,0
không_than_phiền,1,0,0,0,0,0,0,0,0,0
không_thân_thiện,0,1,0,0,0,0,0,0,0,0
không_thận_trọng,0,1,0,0,0,0,0,0,0,0
không_thành_hình,0,1,0,0,0,0,0,0,0,0
không_thay_đổi,0,1,0,0,0,0,0,0,0,0
không_thay_thế_được,0,0,0,0,0,0,0,0,0,1
không_thể_cãi,1,0,0,0,0,0,0,0,0,0
không_thể_chế_ngự,0,1,0,0,0,0,0,0,0,0
không_thể_chinh_phục,0,1,0,0,0,0,0,0,0,0
không_thể_đếm_được,0,1,0,0,0,0,0,0,0,0
không_thể_đọc_được,0,1,0,0,0,0,0,0,0,0
không_thể_dùng_được,0,1,0,0,0,0,0,0,0,0
không_thể_giải_đoán_được,0,1,0,0,0,0,0,0,0,0
không_thể_giảm_bớt,0,1,0,0,0,0,0,0,0,0
không_thể_hiểu_được,0,0,0,0,0,0,0,0,0,1
không_thể_hình_dung_được,0,0,0,0,0,0,0,0,1,0
không_thể_khước_từ,1,0,0,0,0,0,0,0,0,0
không_thể_làm_được,0,1,0,0,0,0,0,0,0,0
không_thể_nghĩ_ra_được,0,0,0,0,0,0,0,0,1,0
không_thể_nguôi,0,1,0,0,0,0,0,0,0,0
không_thể_nhận_biết,0,1,0,0,0,0,0,0,0,0
không_thể_nhận_diện,0,1,0,0,0,0,0,0,0,0
không_thể_nhận_ra,0,1,0,0,0,0,0,0,0,0
không_thể_nhượng_lại,1,0,0,0,0,0,0,0,0,0
không_thể_rút_gọn,0,1,0,0,0,0,0,0,0,0
không_thể_sang_lại,1,0,0,0,0,0,0,0,0,0
không_thể_thay_thế,0,0,0,0,0,0,0,0,0,1
không_thể_thu_nhỏ_lại,0,1,0,0,0,0,0,0,0,0
không_thể_tiếp_cận,0,1,0,0,0,0,0,0,0,0
không_thể_tin_được,0,0,0,0,0,0,0,0,0,1
không_thể_tin_nổi,0,0,0,0,0,0,0,0,0,1
không_thể_tối_giản,0,1,0,0,0,0,0,0,0,0
không_thể_từ_chối,1,0,0,0,0,0,0,0,0,0
không_thể_tưởng_tượng_được,0,0,0,0,0,0,0,0,1,0
không_thèm_khát,0,0,0,0,0,0,0,0,1,0
không_thèm_muốn,0,0,0,0,0,0,0,0,1,0
không_theo_hiến_pháp,0,1,0,0,0,0,0,0,0,0
không_theo_quy_luật,0,1,0,0,0,0,0,0,0,0
không_thích_ứng,0,1,0,0,0,0,0,0,0,0
không_thiết_thực,0,1,0,0,0,0,0,0,0,0
không_thiết_yếu,0,1,0,0,0,0,0,0,0,0
không_thổ_lộ,0,1,0,0,0,0,0,0,0,0
không_thoải_mái,0,1,0,0,0,0,0,0,0,0
không_thông_cảm,0,1,0,0,0,0,0,0,0,0
không_thông_minh,0,1,0,0,0,0,0,0,0,0
không_thông_thái,0,1,0,0,0,0,0,0,0,0
không_thực_tế,0,1,0,0,0,0,0,0,0,0
không_thương_hại,0,1,0,0,0,0,0,0,0,0
không_thương_xót,0,1,0,0,0,0,0,0,0,0
không_thường_xuyên,0,0,0,1,0,0,0,0,0,0
không_tích_cực,0,1,0,0,0,0,0,0,0,0
không_tiếc_thương,0,1,0,0,0,0,0,0,0,0
không_tính_được,0,0,0,0,0,0,0,0,1,0
không_tinh_tế,0,1,0,0,0,0,0,0,0,0
không_tỉnh_thức,0,1,0,0,0,0,0,0,0,0
không_toả_nhiệt,0,0,0,1,0,0,0,0,0,0
không_toàn_diện,0,1,0,0,0,0,0,0,0,0
không_tọc_mạch,0,0,0,0,0,0,0,0,0,1
không_tốt,0,1,0,0,0,0,0,0,0,0
không_trả,0,1,0,0,0,0,0,0,0,0
không_tráng,0,1,0,0,0,0,0,0,0,0
không_trắng,0,0,0,0,0,0,0,1,0,0
không_tránh_được,0,1,0,0,0,0,0,0,0,0
không_trọng_yếu,0,1,0,0,0,0,0,0,0,0
không_trước_sau_như_một,0,1,0,0,0,0,0,0,0,0
không_tư_lợi,0,0,0,0,0,0,0,0,0,1
không_tuân_thủ,0,1,0,0,0,0,0,0,0,0
không_tức_giận,1,0,0,0,0,0,0,0,0,0
không_tuyên_thệ,0,1,0,0,0,0,0,0,0,0
không_ước_ao,0,0,0,0,0,0,0,0,1,0
không_ước_mơ,0,0,0,0,0,0,0,0,1,0
không_uyên_bác,0,1,0,0,0,0,0,0,0,0
không_vết_nhơ,1,0,0,0,0,0,0,0,0,0
không_vô_tư,0,1,0,0,0,0,0,0,0,0
không_vội,1,0,0,0,0,0,0,0,0,0
không_vội_vã,1,0,0,0,0,0,0,0,0,0
không_vội_vàng,1,0,0,0,0,0,0,0,0,0
không_vửng,0,0,0,0,0,1,0,0,0,0
không_vững_vàng,0,1,0,0,0,0,0,0,0,0
không_xem_xét,0,1,0,0,0,0,0,0,0,0
không_xứng,0,1,0,0,0,0,0,0,0,0
không_yên_tâm,0,1,0,0,0,0,0,0,0,0
khúm_núm,0,1,0,0,0,0,0,0,0,0
khùng,0,1,0,0,0,0,0,0,0,0
khùng_khùng,0,1,0,0,0,0,0,0,0,0
khuy_áo,1,0,0,0,0,0,0,0,0,0
khuyến_mãi,1,0,0,0,0,0,0,0,0,0
kí,0,0,0,0,0,0,0,0,0,1
kì_ảo,0,0,0,0,0,0,1,0,0,0
kịch_bản,1,0,0,0,0,0,0,0,0,0
kích_dục,0,0,0,0,1,0,0,0,0,0
kiếm,1,0,0,0,0,0,0,0,0,0
kiềm_chế,1,0,0,0,0,0,0,0,0,0
kiếm_được,1,0,0,0,0,0,0,0,0,0
kiên_định,1,0,0,0,0,0,0,0,0,0
kiêu,0,1,0,0,0,0,0,0,0,0
kiểu_cách,1,0,0,0,0,0,0,0,0,0
kiêu_kì,0,1,0,0,0,0,0,0,0,0
kim_chỉ_nam,1,0,0,0,0,0,0,0,0,0
kính_cẩn,1,0,0,0,0,0,0,0,0,0
kinh_dị,0,1,0,0,0,0,0,0,0,0
kinh_điển,1,0,0,0,0,0,0,0,0,0
kinh_khỉnh,0,1,0,0,0,0,0,0,0,0
ký_giả,1,0,0,0,0,0,0,0,0,0
kỷ_niệm,1,0,0,0,0,0,0,0,0,0
kỹ_thuật,1,0,0,0,0,0,0,0,0,0
kỳ_vọng,0,0,0,1,0,0,0,0,0,0
lạ,0,0,0,0,0,0,0,0,1,0
lạ_đời,0,1,0,0,0,0,0,0,0,0
là_lạ,0,0,0,0,0,0,0,0,1,0
lạ_lùng,0,1,0,0,0,0,0,0,0,0
la_ó,0,1,0,0,0,0,0,0,0,0
lạc_đề,0,1,0,0,0,0,0,0,0,0
lạc_hậu,0,1,0,0,0,0,0,0,0,0
lạc_mất,0,1,0,0,0,0,0,0,0,0
làm_bóng,1,0,0,0,0,0,0,0,0,0
làm_cho_tin_chắc,0,0,0,0,0,0,0,0,0,1
làm_cho_tinh_khiết,1,0,0,0,0,0,0,0,0,0
làm_cho_tốt_hơn,1,0,0,0,0,0,0,0,0,0
làm_cho_vững_tâm,0,0,0,0,0,0,0,0,0,1
làm_dáng,0,0,0,0,0,0,1,0,0,0
làm_dịu,1,0,0,0,0,0,0,0,0,0
làm_đỏm,0,0,0,0,0,0,1,0,0,0
làm_giảm_bớt,1,0,0,0,0,0,0,0,0,0
làm_giàu,1,0,0,0,0,0,0,0,0,0
làm_hài_lòng,1,0,0,0,0,0,0,0,0,0
làm_hết_sức_ngạc_nhiên,0,0,0,0,0,0,0,0,1,0
làm_hoảng_hốt,0,0,0,0,0,0,0,0,1,0
làm_hốt_hoảng,0,0,0,0,0,0,0,0,1,0
làm_kinh_ngạc,0,0,0,0,0,0,0,0,1,0
làm_láng,1,0,0,0,0,0,0,0,0,0
làm_ngơ,0,1,0,0,0,0,0,0,0,0
lảm_nhảm,0,1,0,0,0,0,0,0,0,0
làm_nhẹ,1,0,0,0,0,0,0,0,0,0
làm_ra_vẻ,0,0,0,0,0,0,1,0,0,0
làm_sửng_sốt,0,0,0,0,0,0,0,0,1,0
làm_tăng_cao_lên,1,0,0,0,0,0,0,0,0,0
làm_thích_nghi,1,0,0,0,0,0,0,0,0,0
làm_thích_ứng,1,0,0,0,0,0,0,0,0,0
làm_việc,1,0,0,0,0,0,0,0,0,0
lấn_lướt,0,1,0,0,0,0,0,0,0,0
lần_nữa,1,0,0,0,0,0,0,0,0,0
láng,0,1,0,0,0,0,0,0,0,0
lâng_lâng,0,0,0,1,0,0,0,0,0,0
lành,1,0,0,0,0,0,0,0,0,0
lạnh_buốt_xương,0,1,0,0,0,0,0,0,0,0
lãnh_đạo,1,0,0,0,0,0,0,0,0,0
lanh_lảnh,0,1,0,0,0,0,0,0,0,0
lanh_lẹ,0,0,0,0,0,0,1,0,0,0
lạnh_lùng,0,1,0,0,0,0,0,0,0,0
lạnh_nhạt,0,1,0,0,0,0,0,0,0,0
lạnh_như_băng,0,1,0,0,0,0,0,0,0,0
lạnh_như_đá,0,0,0,0,0,0,0,0,1,0
lanh_thang,0,1,0,0,0,0,0,0,0,0
lâu_lâu_một_lần,0,0,0,0,0,0,1,0,0,0
lây,0,1,0,0,0,0,0,0,0,0
lễ_độ,1,0,0,0,0,0,0,0,0,0
lề_mề,0,1,0,0,0,0,0,0,0,0
lếch_thếch,0,1,0,0,0,0,0,0,0,0
lên_cao,1,0,0,0,0,0,0,0,0,0
lên_lớp,1,0,0,0,0,0,0,0,0,0
les,0,1,0,0,0,0,0,0,0,0
lesbian,0,1,0,0,0,0,0,0,0,0
lét,0,1,0,0,0,0,0,0,0,0
liến_thoắng,0,0,0,0,0,0,0,0,1,0
ling_thiêng,1,0,0,0,0,0,0,0,0,0
linh_động,1,0,0,0,0,0,0,0,0,0
lĩnh_hội,1,0,0,0,0,0,0,0,0,0
lĩnh_hội_nhanh,1,0,0,0,0,0,0,0,0,0
lỉnh_kỉnh,0,1,0,0,0,0,0,0,0,0
linh_thiêng,1,0,0,0,0,0,0,0,0,0
linh_tinh,0,1,0,0,0,0,0,0,0,0
lờ_đờ,0,1,0,0,0,0,0,0,0,0
lơ_là,0,1,0,0,0,0,0,0,0,0
lố_lăng,0,1,0,0,0,0,0,0,0,0
